commit_hash,project_name,classification,commit_message
74fe7f58f64ed5ab6e15184b2fb8e29011c64738,camel,None,"minor refactor removing the dead cruft and moving classes into an easier to follow package structure with builders, processors and rules separatedgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@538923 13f79535-47bb-0310-9956-ffa450edef68n"
751fd1cfe67c5ff9a22b4a04409f2f47920eaf3f,apache-jmeter,None,Improved loading of CSV log files: - Listener config now used - Header line used to determine format if possible - log messages give field name and line number - try simple date format if cannot parse millisecondsgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@539749 13f79535-47bb-0310-9956-ffa450edef68n
7552e7f4b99dc4496609d997d35a1ec0d4ddc7bd,apache-jmeter,None,"Use setResponseData(String, null) where default charset is OKgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@937663 13f79535-47bb-0310-9956-ffa450edef68n"
7569500c6acd3ec931c3839287597ec65619889b,camel,Corrective,CAMEL-6827 Fixed bunch of CS errors
75728d489018e313c6e796705a455b69c8d4604d,tomcat,Corrective,Fix a TODO Only set the JspFactory if not already setgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1597583 13f79535-47bb-0310-9956-ffa450edef68n
7573a5cd8a929f0c64096ebe03e663e72f037695,camel,None,"CAMEL-3399: Using Spring JMX annotations is picked up and use without the need for implementing ManagementAware, which has been @deprecated.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1042949 13f79535-47bb-0310-9956-ffa450edef68n"
7576a848717512261af1b7a5979253b0a2fb2174,apache-jmeter,Corrective,"Bug 52048 - BSFSampler, BSFPreProcessor and BSFPostProcessor should share the same GUIgit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1233582 13f79535-47bb-0310-9956-ffa450edef68n"
75c2dc0e33467f023ce05dfbc0447eebdde372a5,tomcat,None,Min default buffer size must be at least 8k so this is fine.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1644511 13f79535-47bb-0310-9956-ffa450edef68n
75cd0917ae1663df84875ba7dbbac7b0ddcf3bf0,tomcat,None,Complete some error handling TODOsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1706264 13f79535-47bb-0310-9956-ffa450edef68n
75de23c0d383aa829ae25f19fbfc4fab51959ec4,hadoop,None,Revert commit 1137690 (HADOOP-7206)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1139387 13f79535-47bb-0310-9956-ffa450edef68n
75e6b13eda4b0777d97a73ae4cb7f52565c50660,apache-jmeter,Feature Addition,Rewrite original samplers to use new implementationsgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@1040363 13f79535-47bb-0310-9956-ffa450edef68n
75fbd91a82345a03f8ec316558fafb64771da661,tomcat,Corrective,Fix bug 44392. HTML entities not resolved in SSI.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@647289 13f79535-47bb-0310-9956-ffa450edef68n
76040934eb0672468e6b95c0cc681b16b738dfa1,apache-jmeter,None,Rename local vars to avoid hiding othersgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@388650 13f79535-47bb-0310-9956-ffa450edef68n
76159a5b953d9dc5518b2ccb03bfbc1c4908837d,apache-jmeter,None,Formatting Code to basic Java Standardgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@325542 13f79535-47bb-0310-9956-ffa450edef68n
7621113fd24fd7b049a0ae16d1be888bec6923fb,camel,None,CAMEL-1585: Added support for endpoint uri matching for interceptFromgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@771248 13f79535-47bb-0310-9956-ffa450edef68n
76248966f22122bd8ffad55c25f9761d4dfc09ea,apache-jmeter,None,Remove unused codegit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@890978 13f79535-47bb-0310-9956-ffa450edef68n
76409cf7fadbc03c369fcd6eff7feace029f72a4,gerrit,None,"Move batch user priority to a capabilityInstead of using a magical group, use a special capability tondenote users that should get the batch priority behavior.nnChange-Id: I3e1f8f3ee39f5dcb2cdad2f9c71c46db25fc30b6n"
7661b872112db95fc7514ba107444e4465b2e543,tomcat,Corrective,New UTF-8 decoder fixed thisgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1293230 13f79535-47bb-0310-9956-ffa450edef68n
7662947529fa2bb697e0764665e42332d036eaae,tomcat,None,Reduce code duplication introduced in r1229536: Use common MBeanDumper class for JMXProxyServlet and Mean unit tests.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1229549 13f79535-47bb-0310-9956-ffa450edef68n
76c39dcbe1226be9ed995f7a807702cb965e1208,camel,None,Polished
76c5f0f0ea04e508126eb052f3787b662ace594d,log4j,Feature Addition,"Hooked up the new No Receivers warning panel.I have not had time to hook up the Remember thenchosen  config URL function to this panel, and I wouldnlike to display a warning icon in the Dialog likenthe JOptionPanel gave us, but that will have to waitnfor next time.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309922 13f79535-47bb-0310-9956-ffa450edef68n"
7703a4bfbe236c0a9201c3d4cfbe242353e3b48c,tomcat,Corrective,"Fix some Eclipse warnings, remove some implemented TODOsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@966745 13f79535-47bb-0310-9956-ffa450edef68n"
7714012a31aaad876fb74d2340cc09165b05c96c,tomcat,None,Pull up the process() methodgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1165921 13f79535-47bb-0310-9956-ffa450edef68n
771ac96c6ecd002f3e1ea3ab4d911d522f670a56,camel,None,CAMEL-5145. Patches applied with thanks to Lukaszgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1329531 13f79535-47bb-0310-9956-ffa450edef68n
772b91fcab7330b06e56c25e15c79c17d3ce14b8,camel,None,CAMEL-4953: Added ShutdownPrepare interface to allow Services in routes to do custom shutdown logic. For example the Aggregate EIP.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1237570 13f79535-47bb-0310-9956-ffa450edef68n
775d5fa422c231f9de36d6cc0aabd9a0e5d5feab,tomcat,Corrective,Resolve a FIXME and expand unit tests to cover CRLF vs LF checking.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1378699 13f79535-47bb-0310-9956-ffa450edef68n
7761bb0a85bb84c3c9451c47ba3b4af04c08285c,tomcat,Preventative,First cut for WebSockets (untested)git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1413214 13f79535-47bb-0310-9956-ffa450edef68n
77777b87ba43a97923c8ea059a5c9d75ee354a74,apache-jmeter,Feature Addition,Add  NTCredentials - needs further workgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@325431 13f79535-47bb-0310-9956-ffa450edef68n
77805c7ae41d4f5e9d350fde83294d1d4d7ea7c4,hadoop,Corrective,MAPREDUCE-4629. Remove JobHistory.DEBUG_MODE (Karthik Kambatla via bobby)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1382088 13f79535-47bb-0310-9956-ffa450edef68n
77848e1c4517c50e49f6acece774d929a06003ea,camel,None,minor refactorings
7790723bc0a65a193e3207afdeb410f278b4a20e,tomcat,Corrective,Javadoc fixes.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1725393 13f79535-47bb-0310-9956-ffa450edef68n
7791b3135baafa6e8e0458ec7134fb0e6b6eb33a,tomcat,Corrective,"Moved the JSSE code to separate package. Added a bunch of workarounds to support harmony/android, there seems to be a problem with the ciphers. Probably the code will go away after I add APR support - too many problems, in particular SPDY cant be implemented as it relies on SSL protocol negotiation. For now it mostly works on android.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@947935 13f79535-47bb-0310-9956-ffa450edef68n"
77a55753e3bf2a3947222f2741d5140681c3aa53,camel,None,CAMEL-3342 Only call the continuation API when camel-cxf run with CXF 2.3.xgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1036342 13f79535-47bb-0310-9956-ffa450edef68n
77b4fd6572d6f928ea5bd86c8b00caeba7bb3b99,hadoop,Feature Addition,HADOOP-7320. Refactor the copy and move commands to conform to new FsCommand class. Contributed by Daryn Sharp.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1127591 13f79535-47bb-0310-9956-ffa450edef68n
77cd50489f851c91f1d1b17000ebf1e6ce643020,tomcat,Feature Addition,"Moved the connection pool to a top level class and started to add more code. Still missing is evicting kept-alive connections and queueing to limit the number of active requests per host ( and probably more ). Started to make spdy more like a part of a http request - i.e. upgrade if supported by both ends, etc.  Now load tests seem to work - no more OOM. Due to compression spdy its using more memory per connection, current tests dont enable compression ( its accepted for incoming connections ).git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@898619 13f79535-47bb-0310-9956-ffa450edef68n"
77e214cf4fa52d005d3d2fe821e3281e9e3808e9,camel,None,CAMEL-756: upgraded to latest qpid v0.5.0 release.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@783248 13f79535-47bb-0310-9956-ffa450edef68n
77fe43ac1440356f77c6207276463f16df75e3b5,hadoop,Feature Addition,HDFS-4095. Add some snapshot related metrics. Contributed by Jing Zhao.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/branches/HDFS-2802@1404881 13f79535-47bb-0310-9956-ffa450edef68n
787dcfb8cd6e1f30a2a508b052e9d31f314b2169,hadoop,None,MAPREDUCE-2596. [Gridmix] Summarize Gridmix runs. (amarrk)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1144403 13f79535-47bb-0310-9956-ffa450edef68n
78ab699fe93cafbaff8f496be53d26aff40a68b1,hadoop,None,MAPREDUCE-4832. MR AM can get in a split brain situation. Contributed by Jason Lowegit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1429040 13f79535-47bb-0310-9956-ffa450edef68n
78c5e62da84992906dc299db15e58061a3ca5863,apache-jmeter,None,"No need to synch on types, because now finalgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@586709 13f79535-47bb-0310-9956-ffa450edef68n"
78e3eb6b53b66d0d6b05a99f58b99239b8bf60e3,camel,Feature Addition,added some helper methods to make it easier to copy exchanges to send them to different locationsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520502 13f79535-47bb-0310-9956-ffa450edef68n
78f88a7c4a3ea7ea57dafbd2dd0bd3801b30588d,apache-ant,None,"#43398 revisited: display full stack traces for non-BuildExceptions, even inside <ant>.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@803739 13f79535-47bb-0310-9956-ffa450edef68n"
7902bed60b3a4dce33b7c527622a1a2d608e7606,apache-jmeter,Corrective,Bug 46636 - rmi ports Remote server now uses port defined by the property server.rmi.localport if present Simplified Client / Server classes Show remote object connections on consolegit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@747989 13f79535-47bb-0310-9956-ffa450edef68n
792ce5c5cc0af486b39471cf68206a2e95d3a037,camel,None,CAMEL-8044: Camel commands should be more reusable for remote JVMs
793ada2cfd1276768b885f30036566dd174e8f07,apache-jmeter,None,Count messages actually readgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@941295 13f79535-47bb-0310-9956-ffa450edef68n
795167c05e60a0c0ba7b5edb00bab85b9d5b104e,gerrit,Non Functional,"Markdown formatting improvementsExtract the first H1 level string from the documentation and make thatnthe HTML page title. Embed a small block of CSS that makes the stylenof the page look more like the rest of the Gerrit documentation pages.nWrap the entire pegdown output in a proper HTML tag.nnThe pegdown.css is cached when read from a JAR, but loads on demandnwhen read from a file:// URL. This enables a fast edit-view cycle ofnthe style sheet when running the server from within Eclipse or anothernIDE that loads the resources from the source tree.nnIf the Documentation/ URL ends with / redirect to look for index.htmlninstead. This provides some simple support for directory indexes bynallowing directory references to jump to the index.html document,nwhich might be index.md in the JAR.nnIf the plugin doesnt answer to / on its own, redirect web requestsnfor /plugins/NAME to /plugins/NAME/Documentation/index.html allowingnthe user to at least see the documentation.nnOnly attempt to convert resources that end with .md from Markdown tonHTML, rather than everything.nnDocumentation and static resources are only available by GET and HEADnHTTP methods. POST, PUT, DELETE, etc. will fail with an error.nnIf there is no index.html or index.md in Documentation/, render one onnthe fly by creating a listing of documentation pages, extracting theirntitles and rendering it using the MarkdownFormatter.  This keeps thenstyle consistent with the rest of the documentation in a plugin.nnWhen rendering Documentation files from Markdown to HTML, replace thenmacro @PLUGIN@ with the current name of the plugin. This allowsnauthors to write documentation with reasonably accurate examples thatnadjusts automatically based on the installation.nnAlso support @URL@, @SSH_HOST@, and @SSH_PORT@ replacements innMarkdown documentation for common ways to reference this server.nnMacros that start with  such as @KEEP@ will render as @KEEP@neven if there is an expansion for KEEP in the future.nnFormatted documentation and other static resources for plugins arencached in memory, to save response time when sending frequentlynrequested items to clients.nnChange-Id: I988038021d4a047bd008561aeedc3ccfd5a1b294n"
79664c1488faf4e62f057dd8a4da51952e471c64,tomcat,None,Use a lighter weight processor for upgrades. Note that extending the Http11 processors is a hack that I think can be removed with some further refactoring of the connectors.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1241410 13f79535-47bb-0310-9956-ffa450edef68n
796aa09281461c90291f41406027dd8360fbc8f9,camel,None,CAMEL-8041: Camel commands should be reusable.
796cc3e6fb177792acea28a88e3da3e0c3029be1,camel,None,CAMEL-4960: Pipeline factories is now stateless and thread-safe.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1310999 13f79535-47bb-0310-9956-ffa450edef68n
797716f77d5a811ce0f6a2c72063d47a059dc533,tomcat,None,Remove the TODO - need to keep the state.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1696926 13f79535-47bb-0310-9956-ffa450edef68n
798ea128a4c910ab274276f427c1fa5e5827d198,gerrit,Feature Addition,Add REST API for create projectChange-Id: Ifbeb2b02ece00bf7210cb21bdd41a26d2e10450dn
79e6d58443fcdda466c5dd0c84fa6fe15e0f524b,camel,None,CAMEL-2886: idempotent consumer supports async routing enginegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@959562 13f79535-47bb-0310-9956-ffa450edef68n
7a082ec2bd29d04abe0dc86349d163d6e03250eb,hadoop,None,"MAPREDUCE-2793. Corrected AppIDs, JobIDs, TaskAttemptIDs to be of correct format on the web pages. Contributed by Bikas Saha.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1293517 13f79535-47bb-0310-9956-ffa450edef68n"
7a1c8e84b1ab669fa5f0ceed0236ee1ffae971c6,camel,None,"CAMEL-6659: Validate routes is configured properly when using onException,onCompletion,transacted etc as they must be top-level configured on the route, and not nested in the middle of the routes."
7a3448dcea316f454dd0ba470f8b0825504ae309,apache-ant,Feature Addition,Started refactoring.Made BuildException extend TaskException. Now BuildException is no longer a RuntimException and needs to be declared everywhere it could be thrownnnRemoved the constructors that took location info for BuildException. Location is something known about byt the container and the tasks them selves should not be worrying about that sort of thingnnRemoved a bunch of deprecated methods and features. Also moved all file handling utilities outside iof the Project class. To aid the transition I added a resolveFile method to the base ProjectComponent class.nn480 odd compile errors left to clean up.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270158 13f79535-47bb-0310-9956-ffa450edef68n
7a3eefbc6d3155fc7a8eda2747f98b26d3432743,camel,Feature Addition,Added the async methods which use Endpoint as parametergit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@798045 13f79535-47bb-0310-9956-ffa450edef68n
7a3ef30e9bceb551e481e1907514e77d1e7e826b,camel,None,CAMEL-1580: A little DSL cleanup for interceptSendToEndpoint.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@771233 13f79535-47bb-0310-9956-ffa450edef68n
7a45eb305cb24ac2c50f5a39e985ef205bdbf107,gerrit,None,"SubmoduleOp: Submit different Submodules in one commitBefore this commit there was just one `SubmoduleOp.update()`nmethod to do it all. Now this is split up into two parts:n* The submodule subscription update, which inspects eachn  branch for possible changes in submodule subscriptionsn  during each change of the branch tip.n* The update of superprojects, which will be performedn  once per merge or push operation.nnThe the internal data structures which are passed around,nare easier to follow now by passing a collection ofnSubmoduleSubscriptions into the updateGitlinks method.nnChange-Id: I021272b75939707ec22764568d27e3f6413899adn"
7a48ae7f99dce7a91a5fcd37852e6c2d6af0e1b7,camel,None,minor refactor to also support an XML version of the EIP diagramsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@577194 13f79535-47bb-0310-9956-ffa450edef68n
7a5c30f33c46dec3fb201dac6878a09c4cfcaf2c,apache-ant,None,"Changes to DefaultConfigurer:* Uses the DataType role when creating instances for interface properties,n  rather than using the interface itself as the role.nn* Added ObjectConfigurer.getTypedProperty().  This replaces the implicitn  behaviour in DefaultObjectConfigurer.getProperty() where the typedn  property was returned for an unknown property name.nn* Typed properties are set using attributes and references, with then  propertys interface role shorthand name.  Previously, the DefaultConfigurern  would attempt to set the typed property for any unknown attribute orn  reference name.nn* Can have a set() method for a typed property, rather than an add() method.n  Same semantics as setX() and addX() methods.nn* Added a several more test cases.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271227 13f79535-47bb-0310-9956-ffa450edef68n"
7a5d8419d05877a0a23abe5df2d33f5845a069f8,tomcat,Feature Addition,"Remove optimization to avoid creating the SSLSession, since it is always used in Tomcat and looks cheap to create.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1710834 13f79535-47bb-0310-9956-ffa450edef68n"
7a7fb86cd909d4f51398c20a147c3bded5d50469,tomcat,None,Improve comments.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1672057 13f79535-47bb-0310-9956-ffa450edef68n
7a8868176102cbc9701fe0f5ed159b29c91ebb2f,camel,None,CAMEL-5402: Camel proxy allows to bind to method interface using @Body @Header and @ExchangeProperty to bind arguments to the exchange
7aa107f96e03eed7f231a5799019de46296df91f,camel,None,CAMEL-1706: DefaultErrorHandler is now as powerful as DLC.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@784652 13f79535-47bb-0310-9956-ffa450edef68n
7aa3b59dd7718a47c0f5e4417419b28772ba067b,camel,Feature Addition,[CAMEL-8948] Add synchronous CamelBlueprintTestSupport test
7ac05a85af242c0dc2e4ece69e02e140a61d26fe,tomcat,Feature Addition,"Removed the addons package, moved the interfaces close to the packages that define them, also some code move around.The web.xml parsing ( and some incipient 3.0 annotation processing ) is independent of tomcat, indended as na user-library. nnnnngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@884416 13f79535-47bb-0310-9956-ffa450edef68n"
7ad85b490a32e26e1ba422a36827a326f8501108,camel,None,CAMEL-2614 supports multi part message in PAYLOAD modegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@941623 13f79535-47bb-0310-9956-ffa450edef68n
7b0dc5133b0d6a42162b24d924568ef2443b83a9,camel,None,CAMEL-984: Poilished code for wiki samples for error handlergit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@731217 13f79535-47bb-0310-9956-ffa450edef68n
7bba35c83985b84968398648c8bd7d5099d725ab,camel,None,CAMEL-386 copy the response context back to out going message in camel-cxfgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@636994 13f79535-47bb-0310-9956-ffa450edef68n
7bbb60e95c4d12d81d86136c8680201832aa014c,apache-jmeter,Preventative,Partiallly separate out GUIComponents testgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324112 13f79535-47bb-0310-9956-ffa450edef68n
7bbb88ba4dfd58064d8be3f0a5405a639df9c07e,camel,None,CAMEL-7364: Rest DSL allows to configure properties for rest configuration.
7bccd08a7ae5c3db385f20e073221bf1f15d30a0,tomcat,None,"Dead code, nobody seems to be using it.git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@415796 13f79535-47bb-0310-9956-ffa450edef68n"
7bdd1670b5f0f9647e8918bad6dfe35f5100d22e,apache-jmeter,Corrective,Bug 27780 (patch 19892) - fix encodinggit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@524930 13f79535-47bb-0310-9956-ffa450edef68n
7bf4b9e78eea417fae3f9390616964baa4341f64,tomcat,None,Refactoring to reduce the impact on the memory footprint of the resource cache within the web application class loader. Main changes: - WebResources caches everything apart from classes - WebResources is responsible for EBCDIC conversion for properties files - The class loader cache now only caches the last modified time of any resource loaded through the class loader and loaded classes.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1731275 13f79535-47bb-0310-9956-ffa450edef68n
7c55155a86b927a1734eceffbdd0dd2399650ab3,tomcat,Feature Addition,"- Cookie parser update. - Submitted by John Kew, with an update to the initialization   of the boolean array (hopefully easier to read and modify).git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@580754 13f79535-47bb-0310-9956-ffa450edef68n"
7c8817cedaec69a6093bbc8c623caf74735cb267,camel,None,CAMEL-8178: Added option allowCoreThreadTimeout to thread pool / thread pool profile.
7c8d2d6732c10a519ac231edb406c97a38abc182,log4j,Corrective,Bug 44157: InterruptedIOException ignored by log4jgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@686149 13f79535-47bb-0310-9956-ffa450edef68n
7c947b46ca516a441d13a82813810feebbde0fd3,camel,None,CAMEL-6488: camel-netty-http allow to share port in OSGi environment. Work in progress.
7ca9fe73a0f5047ff0279f3e29a29c8447cbb81a,hadoop,None,YARN-309. Changed NodeManager to obtain heart-beat interval from the ResourceManager. Contributed by Xuan Gong.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1463346 13f79535-47bb-0310-9956-ffa450edef68n
7cc06fc381a99c453a1995b386c91c3018d936fa,apache-jmeter,Non Functional,Update Javadoc Ensure all accesses to counts are synchronizedgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@632686 13f79535-47bb-0310-9956-ffa450edef68n
7ccb69835b87de704a5522ab73ebfe69ddf3e000,apache-jmeter,Corrective,Bug 52997 - Jmeter should not exit without saving Test Plan if saving before exit failsgit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1329669 13f79535-47bb-0310-9956-ffa450edef68n
7cd7c4e5f82cbe8a3fe5d03b7c8ea871a523fdd1,apache-ant,None,"Big VAJ changes, in particular if they have ever worked for anybody, they probably wont do so any longer.Make the servlets work by using IBMs servlet classesnPR: 10016nnURL-encoding in <vaj*port> didnt work properly.nnThe VAJ tasks now support a haltonfailure attribute to conditionallynkeep building even if they fail.nnIt is now possible to use the latest (versioned or unversioned)nedition in <vajload> by using special wildcard characters.nPR: 2236.nnSubmitted by:tMartin Landers <landers at in dot tum dot de>nFrancois Rey <francois dot rey at capco dot com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@274553 13f79535-47bb-0310-9956-ffa450edef68n"
7ce1c4ab352bca4b59ecbafdf237e5817cf833e5,hadoop,Perfective,MAPREDUCE-2747. Cleaned up LinuxContainerExecutor binary sources and changed the configuration to use yarn names. Contributed by Robert Joseph Evans.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1188236 13f79535-47bb-0310-9956-ffa450edef68n
7cf5ef872e9c30e52befdc8be0d973c9b5f8385c,tomcat,None,Upper case was a red herring. Thanks to http://greenbytes.de/tech/webdav/webdav-redirector-list.htmlgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@791643 13f79535-47bb-0310-9956-ffa450edef68n
7d04a96027ad75877b41b7cd8f67455dd13159d7,hadoop,Corrective,MAPREDUCE-3972. Fix locking and exception issues in JobHistory server. (Contributed by Robert Joseph Evans)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1327354 13f79535-47bb-0310-9956-ffa450edef68n
7d2cb04d078ee10418680c2e9758066eb4bb4bea,gerrit,Feature Addition,"Move replication logic to replication pluginThis splits all of the replication code out of the core servernand moves it into a standard plugin. A new listener API is usedninside of the core server to notify interested plugins of any Gitnreference changes, which the replication code can hook into tonschedule its events.nnChange-Id: I77ee4440a009c2ce1c62fb6a445c7e3c912245f9n"
7d7b38b0cacfdce8727af62d44b7fafdc1002627,camel,None,CAMEL-5061: Polished camel-websocketgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1297126 13f79535-47bb-0310-9956-ffa450edef68n
7d82c966657d24ff761589a1e28c3b6e82c08708,apache-ant,None,Remove those magic proeprtiesgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270443 13f79535-47bb-0310-9956-ffa450edef68n
7d993a6bdc041e3b8ccdb3f811702d559271c209,tomcat,Feature Addition,Added NIO connector to server.xml parser warningsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@586738 13f79535-47bb-0310-9956-ffa450edef68n
7d99e6509af0b200b5bac25e6051af29585dd6fb,tomcat,None,Remove unused code identified by Eclipse / UCDetector. Not complete - still more to remove.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@887610 13f79535-47bb-0310-9956-ffa450edef68n
7db3e1f0e0bb4c4b77e638df7580b4b8377aeb4a,log4j,Feature Addition,"- Added the isClosed(), activate(), isActive() methods to the Appender interface.Ther idea is to avoid using appenders which are not in working order. Moreover, in future version, we would like to introducenthe capability for appenders suffering from temporary error conditions to have a recovery lifecycle.nn- Added getNonFloodingLogger method to ComponentBase. This method returns a NOPLogger if called too frequently.nn- Other minor changes.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311286 13f79535-47bb-0310-9956-ffa450edef68n"
7decf112c0dcbf0445fe33458f7daa3d02617912,hadoop,Feature Addition,HDFS-3024. Improve performance of stringification in addStoredBlock. Contributed by Todd Lipcon.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1294754 13f79535-47bb-0310-9956-ffa450edef68n
7e16d71c48300425cf8d78d1c9a964a1c75a2b60,camel,None,CAMEL-7354: Migrating rest DSL to be separated from regular Camel routes.
7e649e72b93b56ecc27fd108a3cf39a20c230531,camel,None,CAMEL-5026: Upgrade to Hazelcast 1.9.4.8 and cleanup the camel-hazelcasts own unit-tests.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1291945 13f79535-47bb-0310-9956-ffa450edef68n
7e7fd2ce5b754c6398f8a326e5172d1e1b57c8e6,hadoop,Corrective,fixed test test-core and test-contrib targetsgit-svn-id: https://svn.apache.org/repos/asf/hadoop/core/branches/HADOOP-4687/core@779613 13f79535-47bb-0310-9956-ffa450edef68n
7eae8a53c5dcff4083ce3b667a7391bbb8da38cd,tomcat,None,Use Manager#changeSessionId method to change session ID.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1446077 13f79535-47bb-0310-9956-ffa450edef68n
7eb8a34e54e5c7ff3241f4414e04cf3b623c3e07,apache-ant,Feature Addition,"* Rolled back change to PropertyResolver.resolveProperties(), so that it   uses a TaskContext again.  Added some regression tests.* Changed Embeddor.createWorkspace() to use a Map, rather than a Parameters,n  to supply initial workspace properties.  Initial properties can be Objects,n  rather than only Strings.  Got rid of the Object -> String convertion fromn  <ant> and <antcall>.nn* Generalised ExecutionFrame, so that it can represent any execution scopen  (root, workspace, project, task, inherited, etc), rather than just task scope:n  - Replaced getTaskContext() with getPropertyStore().n  - Replaced getTypeManager() with getServiceManager().nn* Executor is now responsible for creating TaskContext.nn* Changed DefaultExecutor to use the configurer provided by the execution frame.nn* Added ExecutionContainer, a lifecycle interface which is used to supply then  root execution frame to a service which executes tasks (directly or indirectly).nn* Changed interaction between DefaultEmbeddor and workspaces.  Embeddor is nown  responsible for creating the base property store for workspaces.  ExecutionContainern  is used to pass this to workspaces.  Parameterizable is now used to passn  container params to workspaces (which matches how it is used with all then  other services).nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272302 13f79535-47bb-0310-9956-ffa450edef68n"
